timestamp,room_id,temperature_c,humidity_pct,particle_count_0_5um,diff_pressure_pa
2025-03-02T03:00:00,ROOM-01,20.16,44.6,166929,11.8
2025-03-02T04:00:00,ROOM-01,20.5,41.1,155675,13.0
2025-03-02T05:00:00,ROOM-01,19.5,41.3,166017,12.7
2025-03-02T06:00:00,ROOM-01,20.07,47.6,198703,11.9
2025-03-02T07:00:00,ROOM-01,20.77,45.7,177609,13.6
2025-03-02T08:00:00,ROOM-01,19.08,48.6,221947,13.5
2025-03-02T09:00:00,ROOM-01,20.54,38.0,130441,10.4
2025-03-02T10:00:00,ROOM-01,20.27,47.3,35560,9.0
2025-03-02T11:00:00,ROOM-01,20.72,46.0,167780,13.8
2025-03-02T12:00:00,ROOM-01,20.5,42.6,130793,13.7
2025-03-02T13:00:00,ROOM-01,19.82,42.4,86031,11.5
2025-03-02T14:00:00,ROOM-01,20.44,47.2,129336,10.4
2025-03-02T15:00:00,ROOM-01,20.56,43.3,132992,12.3
2025-03-02T16:00:00,ROOM-01,20.15,39.1,89393,13.6
2025-03-02T17:00:00,ROOM-01,21.25,46.2,93498,12.2
2025-03-02T18:00:00,ROOM-01,20.1,42.0,199666,10.9
2025-03-02T19:00:00,ROOM-01,20.54,43.0,153166,13.6
2025-03-02T20:00:00,ROOM-01,20.33,38.1,90031,10.2
2025-03-02T21:00:00,ROOM-01,20.86,39.6,127032,10.6
2025-03-02T22:00:00,ROOM-01,20.33,46.4,106957,11.9
2025-03-02T23:00:00,ROOM-01,20.51,47.1,133830,10.8
2025-03-03T00:00:00,ROOM-01,18.51,47.7,131687,11.2
2025-03-03T01:00:00,ROOM-01,19.44,45.7,151554,12.5
2025-03-03T02:00:00,ROOM-01,21.54,47.7,131577,12.4
2025-03-03T03:00:00,ROOM-01,20.63,48.7,112751,11.9
2025-03-03T04:00:00,ROOM-01,19.35,38.0,151186,12.5
2025-03-03T05:00:00,ROOM-01,20.11,45.5,117166,11.8
2025-03-03T06:00:00,ROOM-01,20.81,45.2,137076,10.7
2025-03-03T07:00:00,ROOM-01,20.17,48.4,195351,11.7
2025-03-03T08:00:00,ROOM-01,21.45,46.4,150183,12.4
2025-03-03T09:00:00,ROOM-01,20.32,47.1,173376,11.2
2025-03-03T10:00:00,ROOM-01,21.44,46.1,176312,12.0
2025-03-03T11:00:00,ROOM-01,20.44,37.2,143685,14.0
2025-03-03T12:00:00,ROOM-01,20.59,52.5,124093,15.2
2025-03-03T13:00:00,ROOM-01,20.16,40.8,196900,12.1
2025-03-03T14:00:00,ROOM-01,20.13,41.3,149727,12.8
2025-03-03T15:00:00,ROOM-01,21.33,49.4,130414,11.9
2025-03-03T16:00:00,ROOM-01,19.43,46.8,195975,12.6
2025-03-03T17:00:00,ROOM-01,19.37,49.9,140510,12.0
2025-03-03T18:00:00,ROOM-01,20.55,50.7,98235,11.6
2025-03-03T19:00:00,ROOM-01,20.19,46.6,105269,13.6
2025-03-03T20:00:00,ROOM-01,21.03,54.1,76295,12.2
2025-03-03T21:00:00,ROOM-01,20.47,42.2,178141,10.2
2025-03-03T22:00:00,ROOM-01,19.91,51.5,94114,14.1
2025-03-03T23:00:00,ROOM-01,20.81,52.6,80536,10.9
2025-03-04T00:00:00,ROOM-01,20.1,36.3,162912,14.0
2025-03-04T01:00:00,ROOM-01,21.38,53.3,86663,10.6
2025-03-04T02:00:00,ROOM-01,20.75,45.9,92242,12.0
2025-03-04T03:00:00,ROOM-01,20.66,45.6,138627,13.7
2025-03-04T04:00:00,ROOM-01,21.03,48.2,106938,12.6
2025-03-04T05:00:00,ROOM-01,19.84,39.3,195513,11.6
2025-03-04T06:00:00,ROOM-01,20.45,38.1,129520,13.3
2025-03-04T07:00:00,ROOM-01,19.67,54.7,163833,12.4
2025-03-04T08:00:00,ROOM-01,20.44,42.8,98744,14.2
2025-03-04T09:00:00,ROOM-01,21.16,48.3,151593,12.8
2025-03-04T10:00:00,ROOM-01,18.89,38.9,133234,10.9
2025-03-04T11:00:00,ROOM-01,21.34,38.0,189452,15.0
2025-03-04T12:00:00,ROOM-01,20.76,45.0,183280,10.9
2025-03-04T13:00:00,ROOM-01,20.9,46.9,185837,11.2
2025-03-04T14:00:00,ROOM-01,20.21,39.2,151220,10.1
2025-03-04T15:00:00,ROOM-01,19.47,41.5,121962,14.3
2025-03-04T16:00:00,ROOM-01,20.26,47.6,128013,11.8
2025-03-04T17:00:00,ROOM-01,21.06,44.2,175569,11.3
2025-03-04T18:00:00,ROOM-01,20.05,51.0,97184,13.6
2025-03-04T19:00:00,ROOM-01,21.07,49.2,125686,12.3
2025-03-04T20:00:00,ROOM-01,20.32,42.7,106759,12.3
2025-03-04T21:00:00,ROOM-01,20.13,47.3,115186,11.8
2025-03-04T22:00:00,ROOM-01,21.16,45.3,154472,12.4
2025-03-04T23:00:00,ROOM-01,19.88,50.0,118567,15.0
2025-03-05T00:00:00,ROOM-01,19.92,48.3,146644,15.0
2025-03-05T01:00:00,ROOM-01,19.26,47.4,148137,12.1
2025-03-05T02:00:00,ROOM-01,20.25,49.1,120437,11.4
2025-03-05T03:00:00,ROOM-01,19.85,47.0,181251,14.8
2025-03-05T04:00:00,ROOM-01,24.92,43.9,478990,4.2
2025-03-05T05:00:00,ROOM-01,24.39,43.9,594272,4.5
2025-03-05T06:00:00,ROOM-01,24.47,44.5,473848,3.4
2025-03-05T07:00:00,ROOM-01,24.63,42.9,525637,4.0
2025-03-05T08:00:00,ROOM-01,25.46,48.2,439088,4.3
2025-03-05T09:00:00,ROOM-01,24.52,43.4,608030,3.5
2025-03-05T10:00:00,ROOM-01,24.09,50.0,454644,6.1
2025-03-05T11:00:00,ROOM-01,23.84,46.6,424940,4.3
2025-03-05T12:00:00,ROOM-01,24.38,48.3,479559,5.5
2025-03-05T13:00:00,ROOM-01,18.99,42.9,131209,12.1
2025-03-05T14:00:00,ROOM-01,20.88,47.4,128474,11.2
2025-03-05T15:00:00,ROOM-01,21.23,44.0,89038,13.0
2025-03-05T16:00:00,ROOM-01,20.09,43.6,121401,13.3
2025-03-05T17:00:00,ROOM-01,20.77,48.6,185376,14.1
2025-03-05T18:00:00,ROOM-01,21.98,37.9,139930,13.1
2025-03-05T19:00:00,ROOM-01,19.85,47.2,168796,10.8
2025-03-05T20:00:00,ROOM-01,19.68,41.8,152988,16.2
2025-03-05T21:00:00,ROOM-01,20.34,50.5,175854,13.4
2025-03-05T22:00:00,ROOM-01,20.41,46.0,137074,11.3
2025-03-05T23:00:00,ROOM-01,19.93,52.4,169050,9.3
2025-03-06T00:00:00,ROOM-01,21.01,44.6,124579,11.2
2025-03-06T01:00:00,ROOM-01,19.85,43.2,153304,10.8
2025-03-06T02:00:00,ROOM-01,20.72,49.2,164250,12.5
2025-03-06T03:00:00,ROOM-01,20.77,46.6,119119,13.1
2025-03-06T04:00:00,ROOM-01,19.66,46.6,133875,12.4
2025-03-06T05:00:00,ROOM-01,21.31,47.2,168398,10.0
2025-03-06T06:00:00,ROOM-01,20.96,36.9,172131,11.7
2025-03-06T07:00:00,ROOM-01,21.29,48.1,131191,15.3
2025-03-06T08:00:00,ROOM-01,21.43,47.6,115139,12.7
2025-03-06T09:00:00,ROOM-01,19.04,43.6,136741,12.2
2025-03-06T10:00:00,ROOM-01,21.02,52.4,186771,13.2
2025-03-06T11:00:00,ROOM-01,20.65,52.1,121634,11.8
2025-03-06T12:00:00,ROOM-01,20.77,43.3,180417,11.4
2025-03-06T13:00:00,ROOM-01,19.18,46.4,139007,13.6
2025-03-06T14:00:00,ROOM-01,19.75,37.2,206589,12.3
2025-03-06T15:00:00,ROOM-01,20.27,41.3,189752,12.2
2025-03-06T16:00:00,ROOM-01,20.36,45.5,121177,11.3
2025-03-06T17:00:00,ROOM-01,20.97,48.3,94512,14.7
2025-03-06T18:00:00,ROOM-01,20.45,45.7,207566,14.2
2025-03-06T19:00:00,ROOM-01,20.31,41.6,166153,12.5
2025-03-06T20:00:00,ROOM-01,20.56,39.8,164763,12.1
2025-03-06T21:00:00,ROOM-01,20.79,46.9,201960,13.7
2025-03-06T22:00:00,ROOM-01,20.54,39.6,160114,11.4
2025-03-06T23:00:00,ROOM-01,20.77,42.5,97284,10.2
2025-03-07T00:00:00,ROOM-01,19.71,42.3,123971,12.3
2025-03-07T01:00:00,ROOM-01,19.72,41.6,113474,14.2
2025-03-07T02:00:00,ROOM-01,20.75,42.4,151948,13.4
2025-03-07T03:00:00,ROOM-01,20.23,53.0,126783,14.2
2025-03-07T04:00:00,ROOM-01,20.3,42.5,109670,11.2
2025-03-07T05:00:00,ROOM-01,20.38,40.9,152671,12.8
2025-03-07T06:00:00,ROOM-01,21.04,49.8,119016,12.6
2025-03-07T07:00:00,ROOM-01,20.58,46.1,175154,13.4
2025-03-07T08:00:00,ROOM-01,19.71,35.4,134792,14.1
2025-03-07T09:00:00,ROOM-01,20.25,46.8,149113,13.3
2025-03-07T10:00:00,ROOM-01,20.35,39.5,102101,12.2
2025-03-07T11:00:00,ROOM-01,20.69,42.9,73461,12.5
2025-03-07T12:00:00,ROOM-01,21.75,39.4,190927,10.8
2025-03-07T13:00:00,ROOM-01,20.18,49.3,139022,12.2
2025-03-07T14:00:00,ROOM-01,19.65,43.7,188665,11.6
2025-03-07T15:00:00,ROOM-01,20.72,47.0,243668,11.3
2025-03-07T16:00:00,ROOM-01,20.7,47.2,130078,11.3
2025-03-07T17:00:00,ROOM-01,18.85,51.0,131010,13.5
2025-03-07T18:00:00,ROOM-01,20.47,47.3,140869,15.0
2025-03-07T19:00:00,ROOM-01,20.64,46.7,170585,12.4
2025-03-07T20:00:00,ROOM-01,20.82,44.5,137786,13.4
2025-03-07T21:00:00,ROOM-01,20.92,46.8,126191,13.9
2025-03-07T22:00:00,ROOM-01,20.81,50.4,182789,12.0
2025-03-07T23:00:00,ROOM-01,21.03,49.4,138095,10.7
2025-03-08T00:00:00,ROOM-01,20.84,43.4,79088,12.9
2025-03-08T01:00:00,ROOM-01,20.31,45.0,160035,13.0
2025-03-08T02:00:00,ROOM-01,20.72,46.9,93987,12.4
2025-03-08T03:00:00,ROOM-01,21.51,47.4,147336,13.6
2025-03-08T04:00:00,ROOM-01,19.7,47.3,165476,14.2
2025-03-08T05:00:00,ROOM-01,20.52,41.3,184737,12.6
2025-03-08T06:00:00,ROOM-01,20.28,47.8,88707,11.1
2025-03-08T07:00:00,ROOM-01,20.34,47.9,152033,14.5
2025-03-08T08:00:00,ROOM-01,19.66,40.8,110508,12.4
2025-03-08T09:00:00,ROOM-01,20.98,43.7,168887,9.5
2025-03-08T10:00:00,ROOM-01,20.88,46.2,157254,14.0
2025-03-08T11:00:00,ROOM-01,20.18,47.1,140293,13.0
2025-03-08T12:00:00,ROOM-01,19.74,44.1,88326,13.9
2025-03-08T13:00:00,ROOM-01,19.74,45.7,266069,13.8
2025-03-08T14:00:00,ROOM-01,21.16,41.7,138401,13.0
2025-03-08T15:00:00,ROOM-01,20.09,46.7,127967,12.8
2025-03-08T16:00:00,ROOM-01,19.95,45.1,167933,13.4
2025-03-08T17:00:00,ROOM-01,21.04,47.4,132888,13.2
2025-03-08T18:00:00,ROOM-01,21.49,42.2,197353,13.3
2025-03-08T19:00:00,ROOM-01,20.75,45.3,143919,13.2
2025-03-08T20:00:00,ROOM-01,20.86,47.0,137302,15.3
2025-03-08T21:00:00,ROOM-01,20.52,38.6,141709,10.3
2025-03-08T22:00:00,ROOM-01,20.68,45.9,115800,16.4
2025-03-08T23:00:00,ROOM-01,20.7,52.1,83214,14.4
2025-03-09T00:00:00,ROOM-01,20.73,50.1,113666,12.4
2025-03-09T01:00:00,ROOM-01,19.88,48.9,141090,12.6
2025-03-09T02:00:00,ROOM-01,21.61,45.5,90232,14.5
2025-03-09T03:00:00,ROOM-01,20.77,45.0,79744,11.4
2025-03-09T04:00:00,ROOM-01,20.38,47.0,143649,14.6
2025-03-09T05:00:00,ROOM-01,20.63,43.7,226328,10.7
2025-03-09T06:00:00,ROOM-01,20.94,44.6,190376,15.5
2025-03-09T07:00:00,ROOM-01,20.22,42.6,160025,14.7
2025-03-09T08:00:00,ROOM-01,20.64,41.0,175339,9.4
2025-03-09T09:00:00,ROOM-01,20.09,47.1,69126,11.7
2025-03-09T10:00:00,ROOM-01,21.5,47.5,133008,10.1
2025-03-09T11:00:00,ROOM-01,20.51,48.4,209024,12.9
2025-03-09T12:00:00,ROOM-01,22.5,38.2,168040,12.4
2025-03-09T13:00:00,ROOM-01,20.22,41.8,98912,12.5
2025-03-09T14:00:00,ROOM-01,21.18,44.6,170129,11.5
2025-03-09T15:00:00,ROOM-01,19.91,45.1,149965,16.1
2025-03-09T16:00:00,ROOM-01,20.44,50.1,198240,12.9
2025-03-09T17:00:00,ROOM-01,20.12,43.8,147208,10.1
2025-03-09T18:00:00,ROOM-01,19.98,40.4,85295,13.8
2025-03-09T19:00:00,ROOM-01,20.87,42.9,138793,15.4
2025-03-09T20:00:00,ROOM-01,21.1,56.3,91321,11.4
2025-03-09T21:00:00,ROOM-01,20.44,42.0,135120,15.8
2025-03-09T22:00:00,ROOM-01,20.39,46.9,143717,11.4
2025-03-09T23:00:00,ROOM-01,21.16,37.0,164871,10.5
2025-03-10T00:00:00,ROOM-01,21.18,45.4,191117,12.9
2025-03-10T01:00:00,ROOM-01,20.84,55.5,141831,12.6
2025-03-10T02:00:00,ROOM-01,20.55,46.1,171061,11.8
2025-03-10T03:00:00,ROOM-01,20.73,44.9,143275,10.2
2025-03-10T04:00:00,ROOM-01,19.77,47.5,169039,13.2
2025-03-10T05:00:00,ROOM-01,21.1,38.1,157054,14.5
2025-03-10T06:00:00,ROOM-01,19.44,49.3,138869,11.1
2025-03-10T07:00:00,ROOM-01,19.96,42.7,183072,12.9
2025-03-10T08:00:00,ROOM-01,19.52,49.4,124936,11.4
2025-03-10T09:00:00,ROOM-01,20.05,54.2,131547,9.5
2025-03-10T10:00:00,ROOM-01,20.95,48.6,137814,11.0
2025-03-10T11:00:00,ROOM-01,20.58,42.8,156382,13.1
2025-03-10T12:00:00,ROOM-01,21.07,48.9,108723,12.4
2025-03-10T13:00:00,ROOM-01,21.19,43.1,96110,12.0
2025-03-10T14:00:00,ROOM-01,20.42,45.7,97614,12.1
2025-03-10T15:00:00,ROOM-01,20.81,47.8,116669,12.0
2025-03-10T16:00:00,ROOM-01,21.04,41.5,146175,16.0
2025-03-10T17:00:00,ROOM-01,20.73,41.9,114254,11.9
2025-03-10T18:00:00,ROOM-01,20.33,43.0,163693,12.3
2025-03-10T19:00:00,ROOM-01,20.5,47.9,128503,12.7
2025-03-10T20:00:00,ROOM-01,20.33,41.8,121304,10.0
2025-03-10T21:00:00,ROOM-01,20.02,40.4,140363,13.7
2025-03-10T22:00:00,ROOM-01,21.42,47.7,160006,10.9
2025-03-10T23:00:00,ROOM-01,21.17,47.5,233883,11.5
2025-03-01T00:00:00,ROOM-02,21.09,44.2,1014,9.0
2025-03-01T01:00:00,ROOM-02,20.24,45.1,1774,14.3
2025-03-01T02:00:00,ROOM-02,20.64,43.0,1203,13.2
2025-03-01T03:00:00,ROOM-02,20.17,43.6,1731,12.4
2025-03-01T04:00:00,ROOM-02,20.12,41.7,2004,12.6
2025-03-01T05:00:00,ROOM-02,20.11,45.6,1636,12.3
2025-03-01T06:00:00,ROOM-02,20.46,52.3,1650,13.7
2025-03-01T07:00:00,ROOM-02,21.3,51.2,1970,8.1
2025-03-01T08:00:00,ROOM-02,19.79,43.4,1046,15.2
2025-03-01T09:00:00,ROOM-02,20.3,47.7,1222,12.3
2025-03-01T10:00:00,ROOM-02,19.68,47.7,1110,15.8
2025-03-01T11:00:00,ROOM-02,21.16,42.5,1612,12.1
2025-03-01T12:00:00,ROOM-02,21.1,42.1,1802,10.5
2025-03-01T13:00:00,ROOM-02,20.56,48.0,1547,14.0
2025-03-01T14:00:00,ROOM-02,21.32,36.4,1618,12.6
2025-03-01T15:00:00,ROOM-02,19.28,38.1,1930,13.0
2025-03-01T16:00:00,ROOM-02,19.97,42.1,1692,12.0
2025-03-01T17:00:00,ROOM-02,19.93,45.5,1337,11.6
2025-03-01T18:00:00,ROOM-02,21.02,38.3,1552,14.1
2025-03-01T19:00:00,ROOM-02,19.73,51.0,1414,14.8
2025-03-01T20:00:00,ROOM-02,20.46,40.5,2011,11.9
2025-03-01T21:00:00,ROOM-02,20.68,45.0,1704,13.5
2025-03-01T22:00:00,ROOM-02,20.85,37.0,1223,15.4
2025-03-01T23:00:00,ROOM-02,20.87,40.9,1521,13.8
2025-03-02T00:00:00,ROOM-02,20.63,44.2,1768,12.6
2025-03-02T01:00:00,ROOM-02,21.15,44.0,1250,13.4
2025-03-02T02:00:00,ROOM-02,19.85,47.4,1411,12.7
2025-03-02T03:00:00,ROOM-02,19.54,45.3,1390,13.5
2025-03-02T04:00:00,ROOM-02,20.99,46.9,1263,12.5
2025-03-02T05:00:00,ROOM-02,20.34,49.5,1410,13.0
2025-03-02T06:00:00,ROOM-02,19.62,48.3,1218,15.3
2025-03-02T07:00:00,ROOM-02,20.6,49.6,1344,12.7
2025-03-02T08:00:00,ROOM-02,21.36,47.0,1396,11.1
2025-03-02T09:00:00,ROOM-02,19.53,50.1,1582,11.9
2025-03-02T10:00:00,ROOM-02,18.87,47.2,1648,10.9
2025-03-02T11:00:00,ROOM-02,20.49,45.0,913,11.9
2025-03-02T12:00:00,ROOM-02,21.08,50.3,1570,14.9
2025-03-02T13:00:00,ROOM-02,20.45,47.8,2074,12.2
2025-03-02T14:00:00,ROOM-02,21.31,43.3,1182,12.4
2025-03-02T15:00:00,ROOM-02,20.79,44.1,1910,14.0
2025-03-02T16:00:00,ROOM-02,19.38,48.5,908,13.3
2025-03-02T17:00:00,ROOM-02,20.16,47.4,1138,13.6
2025-03-02T18:00:00,ROOM-02,18.7,46.3,1426,12.2
2025-03-02T19:00:00,ROOM-02,21.01,45.1,1851,9.7
2025-03-02T20:00:00,ROOM-02,20.57,41.7,1379,13.0
2025-03-02T21:00:00,ROOM-02,21.17,43.6,1599,13.1
2025-03-02T22:00:00,ROOM-02,20.01,45.3,1375,12.8
2025-03-02T23:00:00,ROOM-02,19.72,38.7,1764,14.0
2025-03-03T00:00:00,ROOM-02,20.14,51.0,585,14.8
2025-03-03T01:00:00,ROOM-02,19.98,38.8,1559,12.7
2025-03-03T02:00:00,ROOM-02,20.47,48.4,1299,13.2
2025-03-03T03:00:00,ROOM-02,21.31,40.6,1203,11.7
2025-03-03T04:00:00,ROOM-02,19.06,50.6,1406,12.0
2025-03-03T05:00:00,ROOM-02,20.48,42.0,1443,8.6
2025-03-03T06:00:00,ROOM-02,20.24,50.4,1391,9.1
2025-03-03T07:00:00,ROOM-02,21.08,41.8,1996,10.1
2025-03-03T08:00:00,ROOM-02,20.97,34.7,1084,11.1
2025-03-03T09:00:00,ROOM-02,20.92,43.2,1733,11.4
2025-03-03T10:00:00,ROOM-02,20.83,45.8,1491,11.2
2025-03-03T11:00:00,ROOM-02,20.51,47.1,1327,13.1
2025-03-03T12:00:00,ROOM-02,19.54,52.2,2143,13.7
2025-03-03T13:00:00,ROOM-02,20.13,43.2,1920,11.2
2025-03-03T14:00:00,ROOM-02,22.07,40.1,1791,10.8
2025-03-03T15:00:00,ROOM-02,20.67,46.1,1127,11.3
2025-03-03T16:00:00,ROOM-02,20.26,57.3,984,12.8
2025-03-03T17:00:00,ROOM-02,20.04,38.2,1638,12.1
2025-03-03T18:00:00,ROOM-02,21.07,50.3,1143,11.7
2025-03-03T19:00:00,ROOM-02,20.11,40.7,1417,12.8
2025-03-03T20:00:00,ROOM-02,20.14,51.6,1528,13.4
2025-03-03T21:00:00,ROOM-02,19.64,46.5,1708,9.9
2025-03-03T22:00:00,ROOM-02,20.84,42.1,1443,13.5
2025-03-03T23:00:00,ROOM-02,21.26,50.2,1072,15.0
2025-03-04T00:00:00,ROOM-02,20.82,43.8,1719,13.9
2025-03-04T01:00:00,ROOM-02,19.61,45.1,1046,13.1
2025-03-04T02:00:00,ROOM-02,19.83,51.7,1178,13.6
2025-03-04T03:00:00,ROOM-02,20.14,45.6,1270,11.2
2025-03-04T04:00:00,ROOM-02,20.43,42.9,986,12.3
2025-03-04T05:00:00,ROOM-02,21.28,39.0,1576,12.8
2025-03-04T06:00:00,ROOM-02,20.36,46.0,1670,14.1
2025-03-04T07:00:00,ROOM-02,20.85,51.2,1634,15.4
2025-03-04T08:00:00,ROOM-02,21.04,47.8,1127,12.2
2025-03-04T09:00:00,ROOM-02,20.31,41.3,1681,10.3
2025-03-04T10:00:00,ROOM-02,21.2,46.5,1545,14.1
2025-03-04T11:00:00,ROOM-02,19.86,41.5,1892,13.8
2025-03-04T12:00:00,ROOM-02,19.73,42.7,1611,12.9
2025-03-04T13:00:00,ROOM-02,20.16,43.5,1229,11.7
2025-03-04T14:00:00,ROOM-02,20.56,42.2,1129,13.7
2025-03-04T15:00:00,ROOM-02,19.89,45.7,1065,10.6
2025-03-04T16:00:00,ROOM-02,20.65,45.9,1237,13.1
2025-03-04T17:00:00,ROOM-02,20.45,42.0,1342,13.8
2025-03-04T18:00:00,ROOM-02,20.9,39.5,1423,12.0
2025-03-04T19:00:00,ROOM-02,20.81,45.4,1807,14.5
2025-03-04T20:00:00,ROOM-02,21.63,47.3,1975,11.2
2025-03-04T21:00:00,ROOM-02,20.95,45.3,885,13.3
2025-03-04T22:00:00,ROOM-02,19.79,45.8,1858,10.6
2025-03-04T23:00:00,ROOM-02,20.69,43.2,1201,12.0
2025-03-05T00:00:00,ROOM-02,20.7,45.8,1353,12.7
2025-03-05T01:00:00,ROOM-02,20.53,45.6,1671,11.7
2025-03-05T02:00:00,ROOM-02,19.97,47.4,1073,12.4
2025-03-05T03:00:00,ROOM-02,20.48,43.6,1128,13.6
2025-03-05T04:00:00,ROOM-02,21.15,45.8,1375,11.4
2025-03-05T05:00:00,ROOM-02,18.47,42.2,1561,14.4
2025-03-05T06:00:00,ROOM-02,19.3,41.0,1413,11.7
2025-03-05T07:00:00,ROOM-02,19.95,49.4,2139,11.4
2025-03-05T08:00:00,ROOM-02,21.65,50.2,1797,12.8
2025-03-05T09:00:00,ROOM-02,20.33,47.2,1254,13.0
2025-03-05T10:00:00,ROOM-02,20.25,51.4,1734,11.9
2025-03-05T11:00:00,ROOM-02,20.49,47.7,1845,12.9
2025-03-05T12:00:00,ROOM-02,19.74,45.6,1800,12.9
2025-03-05T13:00:00,ROOM-02,19.86,44.5,1360,12.6
2025-03-05T14:00:00,ROOM-02,19.6,41.8,1188,11.0
2025-03-05T15:00:00,ROOM-02,20.47,56.4,1629,15.2
2025-03-05T16:00:00,ROOM-02,20.92,44.2,1290,10.7
2025-03-05T17:00:00,ROOM-02,20.53,41.5,2266,13.0
2025-03-05T18:00:00,ROOM-02,20.17,45.3,290,9.7
2025-03-05T19:00:00,ROOM-02,20.95,51.6,1390,11.8
2025-03-05T20:00:00,ROOM-02,21.4,45.3,1849,13.7
2025-03-05T21:00:00,ROOM-02,20.3,48.5,1211,13.2
2025-03-05T22:00:00,ROOM-02,20.51,42.9,1277,12.3
2025-03-05T23:00:00,ROOM-02,20.91,39.5,1227,11.3
2025-03-06T00:00:00,ROOM-02,21.36,39.5,1103,13.0
2025-03-06T01:00:00,ROOM-02,19.89,36.4,1438,12.6
2025-03-06T02:00:00,ROOM-02,20.0,45.0,2069,15.3
2025-03-06T03:00:00,ROOM-02,20.86,48.2,1448,14.8
2025-03-06T04:00:00,ROOM-02,21.59,43.3,1386,11.4
2025-03-06T05:00:00,ROOM-02,20.52,43.6,1028,11.5
2025-03-06T06:00:00,ROOM-02,21.13,43.4,1215,12.5
2025-03-06T07:00:00,ROOM-02,19.99,47.6,940,13.6
2025-03-06T08:00:00,ROOM-02,20.92,51.2,1342,12.8
2025-03-06T09:00:00,ROOM-02,21.22,48.3,1391,13.1
2025-03-06T10:00:00,ROOM-02,20.63,40.5,1757,9.9
2025-03-06T11:00:00,ROOM-02,20.4,43.3,1662,13.4
2025-03-06T12:00:00,ROOM-02,20.33,43.1,1361,11.7
2025-03-06T13:00:00,ROOM-02,20.43,41.9,1286,13.5
2025-03-06T14:00:00,ROOM-02,19.83,43.8,1882,12.2
2025-03-06T15:00:00,ROOM-02,20.33,46.7,1739,9.7
2025-03-06T16:00:00,ROOM-02,19.82,45.8,1226,12.6
2025-03-06T17:00:00,ROOM-02,20.16,44.8,1329,12.8
2025-03-06T18:00:00,ROOM-02,20.51,48.6,1390,13.2
2025-03-06T19:00:00,ROOM-02,21.26,47.6,1682,14.6
2025-03-06T20:00:00,ROOM-02,20.54,48.9,1186,12.8
2025-03-06T21:00:00,ROOM-02,21.04,32.6,1487,11.9
2025-03-06T22:00:00,ROOM-02,20.68,45.1,1545,11.7
2025-03-06T23:00:00,ROOM-02,20.51,34.8,1462,14.6
2025-03-07T00:00:00,ROOM-02,20.01,48.1,1129,12.7
2025-03-07T01:00:00,ROOM-02,21.15,39.5,1846,12.4
2025-03-07T02:00:00,ROOM-02,19.99,44.1,689,12.6
2025-03-07T03:00:00,ROOM-02,20.89,40.2,1437,12.0
2025-03-07T04:00:00,ROOM-02,20.21,42.3,1682,10.9
2025-03-07T05:00:00,ROOM-02,20.37,42.3,339,11.0
2025-03-07T06:00:00,ROOM-02,19.74,40.9,1763,12.0
2025-03-07T07:00:00,ROOM-02,20.05,46.4,540,14.2
2025-03-07T08:00:00,ROOM-02,20.94,46.4,1831,11.2
2025-03-07T09:00:00,ROOM-02,20.26,40.5,1339,12.6
2025-03-07T10:00:00,ROOM-02,20.29,46.7,1264,13.7
2025-03-07T11:00:00,ROOM-02,21.07,45.4,861,11.0
2025-03-07T12:00:00,ROOM-02,20.18,51.1,1259,10.2
